sex,age,region,agglomeration_type,personal_situation,main_profession,employment_status,internet_frequency,cultural_frequency,legality_type,legality_evolution,payment_type,monthly_spending,devices_films_series,vpn_usage,cracked_apps_usage,streaming_download_type,dns_settings_usage,paid_services_access,household_size,children_count,household_status,age_group,generation,children_count_numeric,household_size_numeric,has_children,family_stage,urbanity_bucket,internet_intensity_score,cultural_frequency_score,legality_score,payment_orientation_score,paid_access_score,vpn_score,dns_score,download_risk_score,cracked_apps_score,module_completion_rate,response_depth_score,engagement_score,risk_behavior_score,monetization_score,raw_content_paid_score,raw_content_category_count,raw_device_diversity,raw_illicit_channel_count,raw_illicit_frequency_mean,raw_illicit_method_count,raw_stream_ripping_score,raw_legal_offer_advantage_count,raw_legal_motivation_count,raw_behavioral_coverage_rate,content_depth_score,raw_risk_intensity_score,legal_value_perception_score,paying_user,hybrid_access_user,risky_behavior_user,payment_bucket,access_style,value_tier,high_value_user,under_monetized_engaged_user,consumer_segment,consumer_profile
Male,52,Pays de la Loire,Bourg / petite agglomération,autre,,,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Jamais,compte partagé,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Other,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.7124999999999999,0.0,0.2,1.0,3,2,0,0.0,0,5.0,0,0,0.06405693950177936,0.1442170818505338,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | without children
Male,47,Grand Est,Rural isolé,actif,"Policiers, militaires et gendarmes",Salarié de l’État,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,souvent gratuit,6.0,Sur d’autres appareils,jamais,Non,souvent payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,35-49,Gen X,0,2,False,Couple without children,Rural,7,3.0,1.0,2.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.6000000000000001,1.3333333333333333,6,4,0,0.0,0,3.6666666666666665,0,0,0.11743772241992882,0.2852313167259786,3.6666666666666665,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,63,Occitanie,Rural isolé,retraite,Professions intermédiaires de la santé et du travail social,,Plusieurs fois par jour,,,autant légale,,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,0,0,0.0,0,5.0,0,0,0.017793594306049824,0.08033807829181494,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,33,Île-de-France,Autres / hors unité urbaine,actif,Ouvriers de manutention et du transport,Salarié d’un particulier,Plusieurs fois par jour,,,davantage légale,,15.0,,régulièrement,Non,Gratuit,Régulièrement,abonné,2 personnes,1,célibataire,25-34,Millennial,1,2,True,Family with children,Other,7,0.0,0.0,0.0,2.0,3,2,3.0,0.0,0.7,7,0.65,8.0,0.5,1.0,1,1,0,0.0,0,1.0,0,0,0.03558718861209965,0.05442615658362989,1.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,50,Pays de la Loire,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Salarié de l’État,Plusieurs fois par jour,,,autant légale,,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,4 personnes,Aucun,couple,50-64,Gen X,0,4,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,2,0,0.0,0,5.0,0,0,0.03914590747330961,0.09924377224199288,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,32,Pays de la Loire,Rural isolé,actif,Employés de commerce,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,30.0,Sur d’autres appareils,jamais,Oui,souvent payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,25-34,Millennial,0,1,False,Single / other,Rural,7,4.0,1.0,1.0,0.0,0,0,0.0,3.0,0.9,9,1.0,3.0,0.4,1.0,12,9,0,0.0,0,4.0,0,0,0.22419928825622776,0.5735097864768683,4.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Millennial | Free-oriented | without children
Female,47,Pays de la Loire,Rural isolé,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,3 personnes,2,célibataire,35-49,Gen X,2,3,True,Family with children,Rural,7,4.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.8,0.0,0.1,1.1666666666666667,6,5,0,0.0,0,5.0,0,0,0.11743772241992882,0.2914813167259786,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | with children
Male,51,Provence-Alpes-Côte d’Azur,Rural isolé,actif,"Techniciens (géomètres, dessinateurs, etc.)",Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,autant,35.0,Sur d’autres appareils,régulièrement,Non,payante,Je ne sais pas ce que c’est,abonné,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Rural,7,4.0,1.0,3.0,2.0,3,0,0.0,0.0,1.0,10,1.0,3.0,0.8,3.0,8,16,0,0.0,0,5.0,0,0,0.16725978647686832,0.4501779359430605,5.0,0,True,False,True,Balanced,Unspecified,High spender,True,False,Low Engagement Users,Gen X | Balanced | with children
Male,47,Nouvelle-Aquitaine,Petite ville (20k–50k hab.),actif,Ouvriers non qualifiés artisanaux,Salarié d’un particulier,Plusieurs fois par jour,1 à 3 fois par mois,Légale,autant légale,gratuit,50.0,Sur d’autres appareils,jamais,Non,souvent payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,35-49,Gen X,0,2,False,Couple without children,Urban,7,2.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.825,0.0,0.4,1.3333333333333333,3,3,0,0.0,0,4.666666666666667,0,0,0.06405693950177936,0.1504670818505338,4.666666666666667,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,30,Île-de-France,Autres / hors unité urbaine,actif,Ouvriers de manutention et du transport,Salarié d’un particulier,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent gratuit,10.0,,régulièrement,Non,Gratuit,De temps en temps,abonné,4 personnes,2,couple,25-34,Millennial,2,4,True,Family with children,Other,7,4.0,1.0,2.0,2.0,3,1,3.0,0.0,1.0,10,1.0,7.0,0.7,1.75,4,2,0,0.0,0,1.3333333333333333,0,0,0.06761565836298933,0.1827846975088968,1.3333333333333333,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,57,Grand Est,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Salarié collectivité territoriale / HLM,Plusieurs fois par jour,,,autant légale,,13.0,Sur d’autres appareils,jamais,Non,payante,Jamais,compte partagé,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,3.0,2,1,0,0.0,0,5.0,0,0,0.03914590747330961,0.09299377224199289,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,46,Occitanie,Rural périurbain,actif,"Professeurs, professions scientifiques",Salarié de l’État,Plusieurs fois par jour,,,autant légale,,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,4 personnes,2,couple,35-49,Gen X,2,4,True,Family with children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,4,2,0,0.0,0,5.0,0,0,0.06761565836298933,0.1827846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,62,Grand Est,Paris et grandes métropoles,retraite,Ouvriers qualifiés de type industriel,,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Metro,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,1,0,0.0,0,5.0,0,0,0.03914590747330961,0.09299377224199289,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,62,Pays de la Loire,Rural isolé,retraite,Ouvriers non qualifiés artisanaux,,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Jamais,compte partagé,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.45,0.0,0.1,5.0,1,1,0,0.0,0,5.0,0,0,0.03558718861209965,0.05442615658362989,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,55,Pays de la Loire,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Salarié collectivité territoriale / HLM,Plusieurs fois par jour,,,autant légale,,25.0,Sur d’autres appareils,jamais,Non,payante,Jamais,compte partagé,3 personnes,Aucun,couple,50-64,Gen X,0,3,False,Couple without children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,1.8333333333333333,6,4,3,3.0,5,5.0,0,0,0.35587188612099646,0.3567615658362989,13.0,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Hybrid Monetizers,Gen X | Free-oriented | without children
Female,42,Occitanie,Paris et grandes métropoles,actif,Professions intermédiaires de la santé et du travail social,Salarié d’un hôpital public,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,50.0,,jamais,Non,payante,Jamais,abonné,6 personnes,3,couple,35-49,Millennial,3,6,True,Family with children,Metro,7,4.0,1.0,1.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.6000000000000001,1.0,5,6,0,0.0,0,5.0,0,0,0.13523131672597866,0.2655693950177936,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,51,Île-de-France,Autres / hors unité urbaine,actif,"Professeurs des écoles, instituteurs",Salarié d’entreprise publique,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Jamais,compte partagé,2 personnes,Aucun,célibataire,50-64,Gen X,0,2,False,Single / other,Other,7,3.0,1.0,1.0,1.0,1,0,0.0,0.0,1.0,10,0.7124999999999999,1.0,0.2,1.0,5,5,0,0.0,0,5.0,0,0,0.11387900355871886,0.2529137010676157,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | without children
Male,48,Île-de-France,Autres / hors unité urbaine,actif,Artisans (moins de 10 salariés),Chef d’entreprise salarié / gérant / PDG,Plusieurs fois par jour,,,autant légale,,0.0,,occasionnellement,,,De temps en temps,,4 personnes,2,couple,35-49,Gen X,2,4,True,Family with children,Other,7,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.4,4,0.45,3.0,0.0,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,58,Nouvelle-Aquitaine,Paris et grandes métropoles,actif,"Professeurs des écoles, instituteurs",Salarié d’entreprise publique,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,Aucun,couple,50-64,Gen X,0,3,False,Couple without children,Metro,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.45,0.0,0.1,1.0,3,6,0,0.0,0,5.0,0,0,0.08540925266903915,0.17562277580071173,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,32,Île-de-France,Autres / hors unité urbaine,actif,Agriculteurs exploitants,Chef d'entreprise à son compte,Plusieurs fois par jour,,,autant légale,,1.0,,régulièrement,Non,souvent payante,De temps en temps,,1 personne,1,enfant,25-34,Millennial,1,1,True,Family with children,Other,7,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0.6,6,0.65,4.0,0.3,1.0,1,0,0,0.0,0,2.0,0,0,0.014234875444839857,0.04177046263345195,2.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,38,Occitanie,Rural isolé,actif,Commerçants et assimilés (moins de 10 salariés),Chef d'entreprise à son compte,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,,0.0,,ancien utilisateur,,,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,35-49,Millennial,0,1,False,Single / other,Rural,7,4.0,1.0,0.0,1.0,1,0,0.0,0.0,0.7,7,0.8,1.0,0.1,0.0,0,0,0,0.0,0,0.0,0,3,0.0498220640569395,0.01494661921708185,0.0,3,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | without children
Female,64,Occitanie,Rural isolé,retraite,Professions intermédiaires administratives de la fonction publique,,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Boomer+,0,1,False,Single / other,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,43,Provence-Alpes-Côte d’Azur,Rural isolé,actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,45.0,,jamais,Non,payante,Jamais,compte partagé,3 personnes,1,couple,35-49,Millennial,1,3,True,Family with children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,4.0,4,4,0,0.0,0,5.0,0,0,0.1103202846975089,0.20809608540925267,5.0,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,62,Pays de la Loire,Grande ville (100k–500k hab.),retraite,Professions libérales de la santé,,Plusieurs fois par jour,,,davantage légale,,15.0,,jamais,Non,souvent payante,Jamais,compte partagé,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Urban,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,1.6666666666666667,3,6,0,0.0,0,4.666666666666667,0,0,0.08540925266903915,0.17562277580071173,4.666666666666667,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,56,Pays de la Loire,Rural isolé,actif,Ingénieurs et cadres techniques d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,,,autant légale,,30.0,,occasionnellement,Oui,souvent payante,De temps en temps,compte partagé,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Rural,7,0.0,0.0,0.0,1.0,2,1,0.0,3.0,0.7,7,0.65,6.0,0.4,2.0,3,2,0,0.0,0,4.0,0,0,0.06405693950177936,0.1442170818505338,4.0,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,32,Provence-Alpes-Côte d’Azur,Grande ville (100k–500k hab.),actif,Artisans (moins de 10 salariés),Chef d'entreprise à son compte,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,17.0,Sur d’autres appareils,régulièrement,Non,payante,De temps en temps,compte partagé,5 personnes,4 et plus,couple,25-34,Millennial,4,5,True,Family with children,Urban,7,4.0,1.0,1.0,1.0,3,1,0.0,0.0,1.0,10,1.0,4.0,0.5,2.0,9,7,0,0.0,0,5.0,0,0,0.1708185053380783,0.4324955516014235,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Male,51,Pays de la Loire,Rural isolé,actif,"Contremaîtres, agents de maîtrise",Salarié d’un particulier,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,15.0,,jamais,Non,Autant,Je ne sais pas ce que c’est,abonné,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Rural,7,3.0,1.0,1.0,2.0,0,0,1.0,0.0,1.0,10,0.9124999999999999,1.0,0.6000000000000001,1.0,6,6,0,0.0,0,3.0,0,0,0.1601423487544484,0.31054270462633454,3.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,35,Grand Est,Grande ville (100k–500k hab.),homme au foyer,,,Plusieurs fois par jour,,,davantage légale,,0.0,,régulièrement,Non,Gratuit,Régulièrement,abonné,2 personnes,Aucun,couple,35-49,Millennial,0,2,False,Couple without children,Urban,7,0.0,0.0,0.0,2.0,3,2,3.0,0.0,0.7,7,0.45,8.0,0.2,1.0,1,1,0,0.0,0,1.0,0,0,0.03558718861209965,0.05442615658362989,1.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | without children
Male,42,Pays de la Loire,Bourg / petite agglomération,actif,Professions libérales de la santé,Chef d'entreprise à son compte,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,Autant,Je ne sais pas ce que c’est,,2 personnes,Aucun,enfant,35-49,Millennial,0,2,False,Single / other,Other,7,4.0,1.0,1.0,0.0,0,0,1.0,0.0,0.9,9,0.8,1.0,0.1,1.0,8,16,6,3.0,2,4.333333333333333,0,0,0.2775800711743772,0.4832740213523132,12.333333333333332,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Millennial | Free-oriented | without children
Female,36,Bourgogne-Franche-Comté,Rural isolé,actif,Ouvriers de manutention et du transport,Salarié de l’État,1 fois par jour ou presque,,,davantage légale,,25.0,Sur d’autres appareils,régulièrement,Oui,souvent gratuit,Régulièrement,Non,2 personnes,1,couple,35-49,Millennial,1,2,True,Family with children,Rural,6,0.0,0.0,0.0,0.0,3,2,2.0,3.0,0.7,7,0.5857142857142856,10.0,0.3,1.8333333333333333,6,3,0,2.0,2,2.6666666666666665,0,0,0.15658362989323843,0.2907250889679715,4.666666666666666,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Risk-Oriented Free Users,Millennial | Free-oriented | with children
Female,56,Provence-Alpes-Côte d’Azur,Petite ville (20k–50k hab.),actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,,,moins légale,,12.0,Sur d’autres appareils,jamais,Non,Autant,Jamais,,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Urban,7,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.6,6,0.65,1.0,0.3,2.0,4,3,2,3.0,4,3.0,0,0,0.2704626334519573,0.24988879003558717,9.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,51,Bourgogne-Franche-Comté,Grande ville (100k–500k hab.),actif,"Contremaîtres, agents de maîtrise",Salarié collectivité territoriale / HLM,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,10.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Urban,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.5,2.0,2,2,0,0.0,0,4.666666666666667,0,0,0.060498220640569395,0.1056494661921708,4.666666666666667,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,64,Nouvelle-Aquitaine,Rural isolé,retraite,Professions intermédiaires de la santé et du travail social,,Plusieurs fois par jour,,,,,0.0,,jamais,Non,souvent payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,4.666666666666667,0,0,0.010676156583629894,0.003202846975088968,4.666666666666667,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,38,Bourgogne-Franche-Comté,Bourg / petite agglomération,actif,Employés civils et agents de service publics,Salarié de l’État,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,10.0,,régulièrement,Non,Gratuit,Régulièrement,abonné,2 personnes,1,célibataire,35-49,Millennial,1,2,True,Family with children,Other,7,4.0,1.0,1.0,2.0,3,2,3.0,0.0,1.0,10,1.0,8.0,0.6000000000000001,1.0,4,3,0,0.0,0,1.0,0,0,0.08896797153024912,0.1954403914590747,1.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,61,Grand Est,Rural isolé,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d’entreprise salarié / gérant / PDG,Plusieurs fois par jour,,,davantage légale,,10.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,2.0,4,3,0,0.0,0,5.0,0,0,0.06761565836298933,0.1890346975088968,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,41,Bourgogne-Franche-Comté,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Salarié collectivité territoriale / HLM,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,payante,100.0,,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,4 personnes,2,couple,35-49,Millennial,2,4,True,Family with children,Rural,7,3.0,1.0,5.0,2.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,1.0,4.0,5,10,0,0.0,0,5.0,0,0,0.13523131672597866,0.2905693950177936,5.0,0,True,False,True,Paid-oriented,Legal Paid,Top spender,True,False,Premium Legal Users,Millennial | Paid-oriented | with children
Male,34,Bourgogne-Franche-Comté,Rural isolé,actif,Ouvriers agricoles et assimilés,Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,20.0,,ancien utilisateur,Oui,Gratuit,Jamais,,5 personnes,4 et plus,couple,25-34,Millennial,4,5,True,Family with children,Rural,7,0.0,0.0,0.0,0.0,1,0,3.0,3.0,0.6,6,0.65,7.0,0.3,1.0,1,1,0,0.0,0,3.6666666666666665,0,0,0.03558718861209965,0.05442615658362989,3.6666666666666665,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Low Engagement Users,Millennial | Free-oriented | with children
Male,32,Occitanie,Rural isolé,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d'entreprise à son compte,Plusieurs fois par jour,,,davantage légale,,0.0,,jamais,,,De temps en temps,abonné,2 personnes,Aucun,couple,25-34,Millennial,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,2.0,0,1,0.0,0.0,0.5,5,0.45,1.0,0.2,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | without children
Male,25,Provence-Alpes-Côte d’Azur,Grande ville (100k–500k hab.),autre,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent payante,40.0,Sur d’autres appareils,occasionnellement,Non,payante,Je ne sais pas ce que c’est,,5 personnes,2,enfant,25-34,Gen Z,2,5,True,Family with children,Urban,7,4.0,1.0,4.0,0.0,2,0,0.0,0.0,0.9,9,1.0,2.0,0.7,2.75,4,7,0,0.0,0,5.0,0,0,0.08896797153024912,0.2204403914590747,5.0,0,True,False,True,Paid-oriented,Legal Paid,High spender,True,False,Low Engagement Users,Gen Z | Paid-oriented | with children
Female,37,Auvergne-Rhône-Alpes,Bourg / petite agglomération,actif,Professions intermédiaires commerciales et administratives,Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,10.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,2,célibataire,35-49,Millennial,2,3,True,Family with children,Other,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.5,2.7142857142857144,7,7,0,0.0,0,5.0,0,0,0.1423487544483986,0.34895462633451957,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Male,57,Bourgogne-Franche-Comté,Rural isolé,actif,"Contremaîtres, agents de maîtrise",Salarié du privé ou association,1 fois par jour ou presque,1 à 5 fois par semaine,Légale,autant légale,gratuit,50.0,Sur d’autres appareils,jamais,Non,payante,De temps en temps,compte partagé,4 personnes,2,célibataire,50-64,Gen X,2,4,True,Family with children,Rural,6,3.0,1.0,1.0,1.0,0,1,0.0,0.0,1.0,10,0.8482142857142856,1.0,0.5,1.8,10,9,0,0.0,0,5.0,0,0,0.19572953736654805,0.4899688612099644,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | with children
Male,61,Pays de la Loire,Rural isolé,actif,Employés civils et agents de service publics,Salarié de l’État,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,56,Nouvelle-Aquitaine,Rural isolé,actif,Professions intermédiaires de la santé et du travail social,Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,,jamais,Non,souvent payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Rural,7,3.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.7124999999999999,0.0,0.1,1.0,4,5,0,0.0,0,4.666666666666667,0,0,0.08896797153024912,0.20794039145907472,4.666666666666667,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | without children
